TransRejectMean,,TransSwallowMean,,TimePeakProtraction,
X,Y,X,Y,X,Y
2.0831353919239906,-0.7931034482758622,2.3016627078384797,-0.35862068965517246,,
2.1686460807600954,-0.6793103448275862,2.3871733966745845,-0.33448275862068966,,
2.2446555819477436,-0.593103448275862,2.4631828978622328,-0.3172413793103448,,
2.320665083135392,-0.506896551724138,2.558194774346793,-0.29999999999999993,,
2.3681710213776723,-0.45517241379310347,2.643705463182898,-0.28620689655172415,,
2.434679334916865,-0.3793103448275863,2.6912114014251785,-0.27586206896551724,,
2.4631828978622328,-0.3448275862068966,2.767220902612827,-0.2586206896551724,,
2.539192399049881,-0.26206896551724146,2.8242280285035637,-0.24137931034482762,,
2.6057007125890737,-0.18620689655172418,2.9097387173396676,-0.2206896551724138,,
2.653206650831354,-0.11724137931034484,2.957244655581948,-0.21034482758620687,,
2.6912114014251785,-0.07241379310344831,3.0142517814726846,-0.2068965517241379,,
2.748218527315915,-0.006896551724137945,3.080760095011877,-0.2068965517241379,,
2.7862232779097384,0.04137931034482756,3.1187648456057007,-0.21724137931034493,,
2.8242280285035637,0.08965517241379306,3.166270783847981,-0.21724137931034493,,
2.843230403800476,0.11724137931034484,3.2042755344418055,-0.23793103448275854,,
2.852731591448931,0.12758620689655176,3.2327790973871737,-0.2586206896551724,,
2.8717339667458432,0.11724137931034484,3.270783847980998,-0.2827586206896552,,
2.8812351543942993,0.096551724137931,3.3182897862232776,-0.29999999999999993,,
2.9192399049881237,0.051724137931034475,3.346793349168646,-0.3275862068965517,,
2.938242280285036,0.006896551724137945,3.3942992874109263,-0.3655172413793103,,
2.966745843230404,-0.027586206896551724,3.4323040380047507,-0.4,,
3.0047505938242285,-0.0862068965517242,3.479809976247031,-0.4379310344827586,,
3.042755344418053,-0.14827586206896548,3.5083135391923994,-0.47241379310344833,,
3.080760095011877,-0.21379310344827585,3.55581947743468,-0.503448275862069,,
3.1187648456057007,-0.26551724137931043,3.593824228028504,-0.5172413793103449,,
3.137767220902613,-0.29999999999999993,3.6318289786223277,-0.5310344827586208,,
3.156769596199526,-0.3172413793103448,3.660332541567696,-0.5482758620689655,,
3.166270783847981,-0.3310344827586208,3.7078384798099764,-0.5517241379310345,,
3.2137767220902616,-0.34827586206896544,3.7173396674584325,-0.5655172413793105,,
3.261282660332542,-0.36896551724137927,3.783847980997625,-0.5724137931034484,,
3.3372921615201907,-0.403448275862069,3.8503562945368177,-0.5793103448275864,,
3.4133016627078385,-0.4413793103448277,3.9168646080760103,-0.5896551724137932,,
3.460807600950119,-0.4620689655172413,3.96437054631829,-0.6,,
3.5083135391923994,-0.47931034482758617,4.021377672209026,-0.6034482758620688,,
3.5463182897862238,-0.5172413793103449,4.059382422802851,-0.610344827586207,,
3.6033254156769603,-0.5551724137931034,4.106888361045131,-0.6310344827586206,,
3.679334916864608,-0.617241379310345,4.173396674584323,-0.6482758620689654,,
3.7268408551068886,-0.6689655172413794,4.2399049881235165,-0.6689655172413794,,
3.793349168646081,-0.7103448275862069,4.315914489311164,-0.696551724137931,,
3.8028503562945373,-0.7241379310344828,4.391923990498813,-0.7241379310344828,,
3.8408551068883616,-0.7482758620689657,4.467933491686461,-0.7586206896551725,,
3.9263657957244655,-0.7827586206896552,4.534441805225654,-0.7931034482758622,,
3.973871733966746,-0.8172413793103449,4.59144893111639,-0.8413793103448276,,
4.0403800475059395,-0.8448275862068967,4.629453681710214,-0.8758620689655171,,
4.078384798099762,-0.8620689655172414,4.657957244655582,-0.9034482758620689,,
4.106888361045131,-0.8724137931034482,4.695961995249407,-0.9482758620689656,,
4.163895486935867,-0.8620689655172414,4.733966745843231,-0.9862068965517242,,
4.249406175771972,-0.8413793103448276,4.781472684085512,-1.0344827586206895,,
4.315914489311164,-0.8172413793103449,4.819477434679336,-1.0758620689655172,,
4.363420427553445,-0.803448275862069,4.876484560570072,-1.1413793103448273,,
4.391923990498813,-0.7931034482758622,4.904988123515439,-1.1896551724137931,,
4.410926365795724,-0.8137931034482758,4.942992874109264,-1.2413793103448278,,
4.429928741092637,-0.8482758620689655,4.971496437054633,-1.2827586206896555,,
4.467933491686461,-0.8965517241379312,5,-1.3241379310344827,,
4.505938242280285,-0.9344827586206897,5.04750593824228,-1.3758620689655174,,
4.562945368171022,-1.010344827586207,5.076009501187649,-1.410344827586207,,
4.619952494061759,-1.0827586206896553,5.123515439429929,-1.4586206896551723,,
4.66745843230404,-1.1448275862068966,5.152019002375298,-1.4827586206896552,,
4.676959619952495,-1.1758620689655173,5.199524940617579,-1.510344827586207,,
4.714964370546318,-1.2000000000000002,5.247030878859857,-1.5482758620689654,,
4.762470308788599,-1.2413793103448278,5.294536817102138,-1.5758620689655176,,
4.819477434679336,-1.296551724137931,5.361045130641331,-1.6103448275862071,,
4.8669833729216165,-1.3482758620689657,5.437054631828979,-1.6620689655172414,,
4.942992874109264,-1.406896551724138,5.4750593824228035,-1.6862068965517243,,
5,-1.4551724137931035,5.513064133016628,-1.7103448275862072,,
5.085510688836105,-1.5413793103448277,5.551068883610452,-1.7310344827586208,,
5.152019002375298,-1.6103448275862071,5.598574821852733,-1.7482758620689656,,
5.199524940617579,-1.6655172413793107,5.617577197149644,-1.7689655172413796,,
5.247030878859857,-1.7000000000000002,5.665083135391924,-1.7793103448275867,,
5.285035629453682,-1.7517241379310344,5.703087885985749,-1.7965517241379314,,
5.332541567695962,-1.793103448275862,5.750593824228029,-1.7965517241379314,,
,,5.769596199524941,-1.806896551724138,,
,,5.826603325415677,-1.7965517241379314,,
,,5.8836104513064145,-1.793103448275862,,
,,5.912114014251782,-1.7724137931034485,,
,,5.959619952494062,-1.7586206896551726,,
,,5.997624703087887,-1.7344827586206897,,
,,6.035629453681711,-1.703448275862069,,
,,6.0926365795724475,-1.6586206896551725,,
,,6.159144893111639,-1.5965517241379312,,
,,6.244655581947744,-1.5379310344827588,,
,,6.301662707838481,-1.489655172413793,,
,,6.368171021377673,-1.4379310344827587,,
,,6.434679334916865,-1.386206896551724,,
,,6.47268408551069,-1.3517241379310345,,
