B38_Median,,B38_upper,,B38_lower,,I2_median,,I2_upper,,I2_lower,,B8_median,,B8_upper,,B8_lower,,B6B9_median,,B6B9_Upper,,B6B9_lower,,B3_median,,B3_upper,,B3_lower,,B4B5_median,,B4B5_upper,,B4B5_lower,,Force_median,,Force_upper,,Force_lower,,StartPoint,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,,,,,0.383379983,9.554547533,,,0.736034296,21.82921811,0.736034296,29.0630144,0.74952012,12.50565844,0.91291102,23.3456267,0.923687625,39.08015537,0.970835273,3.115518414,,,0.970670391,2.203389831,,,0.682960894,8.067226891,0.671787709,13.94957983,0.744413408,2.352941176,0.726767677,183.6134454,0.577195027,89.07563025,0.705400155,99.57983193,,
,,,,,,,,0.388100022,8.74267365,,,0.742777208,22.31147119,0.73805717,28.90226337,0.756937324,12.34490741,0.916952247,21.30218142,0.930423003,37.44539914,0.978917727,1.276417661,,,0.976256983,2.033898305,,,0.688547486,8.235294118,0.682960894,14.28571429,0.755586592,2.18487395,0.738422688,187.1148459,0.58982129,99.57983193,0.718026418,110.0840336,,
,,,,,,,,0.392820061,7.687237602,,,0.750868703,23.11522634,0.748845829,28.42001029,0.767051692,12.18415638,0.920319936,19.46308067,0.935137768,34.78892028,0.987673719,0.867728604,,,0.980446927,1.694915254,,,0.696927374,8.403361345,0.689944134,13.78151261,0.765363128,1.848739496,0.749106449,188.8655462,0.604390054,113.5854342,0.728710179,111.8347339,,
,,,,,,,,0.398214391,7.037738496,,,0.757611615,24.24048354,0.756263033,28.25925926,0.775143187,11.54115226,0.926381776,18.03266897,0.941873146,33.76719764,,,,,0.987430168,1.440677966,,,0.703910615,7.899159664,0.696927374,13.61344538,0.773743017,1.512605042,0.75979021,192.3669468,0.617987568,122.3389356,0.74036519,111.8347339,,
,,,,,,,,0.404957303,6.063489837,,,0.765028819,23.91898148,0.767725984,28.25925926,0.785257556,11.54115226,0.931096541,16.8066018,0.947261449,32.33678594,,,,,0.994413408,0.762711864,,,0.708100559,7.899159664,0.705307263,13.94957983,0.783519553,1.176470588,0.771445221,194.1176471,0.635470085,138.0952381,0.749106449,117.0868347,,
,,,,,,,,0.411025924,5.251615954,,,0.769748857,23.11522634,0.777840352,28.90226337,0.794023341,11.70190329,0.935137768,15.3761901,0.952649752,30.29334066,,,,,1,0.423728814,,,0.717877095,8.067226891,0.715083799,13.94957983,0.793296089,1.008403361,0.785042735,199.3697479,0.646153846,146.8487395,0.762703963,117.0868347,,
,,,,,,,,0.413723089,4.439742071,,,0.775817478,23.75823045,0.785931847,29.0630144,0.802789127,12.18415638,0.940526071,15.3761901,0.958711592,27.22817273,,,,,,,,,0.729050279,8.067226891,0.724860335,13.44537815,0.804469274,0.840336134,0.796697747,201.1204482,0.656837607,153.8515406,0.771445221,125.8403361,,
,,,,,,,,0.419117419,3.5466808,,,0.782560391,23.91898148,0.79334905,28.74151235,0.812903496,12.82716049,0.944567298,13.33274482,0.964099895,24.57169387,,,,,,,,,0.733240223,7.731092437,0.731843575,13.1092437,0.812849162,0.840336134,0.809324009,208.1232493,0.666550117,164.3557423,0.782128982,127.5910364,,
,,,,,,,,0.424511748,2.815994305,,,0.789303303,23.75823045,0.800091963,28.25925926,0.822343573,13.63091564,0.9499556,13.33274482,0.970835273,23.14128217,,,,,,,,,0.744413408,7.731092437,0.738826816,12.77310924,0.824022346,1.344537815,0.820979021,213.3753501,0.677233877,181.8627451,0.793783994,124.0896359,,
,,,,,,,,0.431254661,2.247682587,,,0.796046215,24.07973251,0.808183457,28.90226337,0.833132233,13.9524177,0.956017441,12.10667765,0.977570651,21.09783689,,,,,,,,,0.751396648,7.899159664,0.748603352,12.60504202,0.832402235,1.848739496,0.834576535,216.8767507,0.685003885,190.6162465,0.805439005,132.8431373,,
,,,,,,,,0.440020447,1.354621316,,,0.802789127,24.5619856,0.816949243,28.90226337,0.843920892,14.43467078,0.964099895,10.2675769,0.981611878,19.05439161,,,,,,,,,0.75698324,7.731092437,0.758379888,12.60504202,0.842178771,1.848739496,0.848174048,218.627451,0.697630148,199.3697479,0.818065268,131.092437,,
,,,,,,,,0.448111941,0.867496986,,,0.808857749,24.88348765,0.825040738,28.58076132,0.852012387,15.0776749,0.972855887,9.04150973,0.988347257,16.8066018,,,,,,,,,0.76396648,7.56302521,0.770949721,12.77310924,0.850558659,1.848739496,0.858857809,220.3781513,0.708313908,213.3753501,0.830691531,132.8431373,,
,,,,,,,,0.458900601,0.542747433,,,0.817623534,24.72273663,0.833806524,29.0630144,0.861452464,15.0776749,0.980938341,7.611098033,0.995756173,13.94577841,,,,,,,,,0.770949721,7.731092437,0.780726257,12.94117647,0.863128492,1.848739496,0.871484071,218.627451,0.715112665,222.1288515,0.848174048,134.5938375,,
,,,,,,,,,,,,0.830435068,24.72273663,0.84257231,29.38451646,0.871566833,15.0776749,0.986326643,5.363308223,,,,,,,,,,,0.775139665,7.899159664,0.787709497,12.77310924,0.875698324,2.18487395,0.883139083,216.8767507,0.725796426,232.6330532,0.861771562,134.5938375,,
,,,,,,,,,,,,0.835829398,24.72273663,0.852012387,29.70601852,0.87561258,14.75617284,0.995082635,5.158963695,,,,,,,,,,,0.784916201,7.899159664,0.793296089,12.10084034,0.884078212,2.18487395,0.893822844,220.3781513,0.736480186,244.8879552,0.872455322,131.092437,,
,,,,,,,,,,,,0.845269475,23.75823045,0.861452464,28.90226337,0.881681201,13.63091564,0.9997974,3.115518414,,,,,,,,,,,0.794692737,7.899159664,0.80027933,11.93277311,0.893854749,2.016806723,0.903535354,218.627451,0.748135198,250.140056,0.884110334,131.092437,,
,,,,,,,,,,,,0.855383843,22.95447531,0.869543959,27.77700617,0.887749822,12.82716049,1.006532778,2.298140301,,,,,,,,,,,0.803072626,8.403361345,0.810055866,11.93277311,0.900837989,1.512605042,0.918104118,211.6246499,0.761732712,253.6414566,0.898679099,131.092437,,
,,,,,,,,,,,,0.861452464,21.66846708,0.876286871,26.16949588,0.895841317,11.70190329,1.013941694,1.480762189,,,,,,,,,,,0.808659218,8.403361345,0.819832402,11.93277311,0.906424581,1.176470588,0.930730381,206.372549,0.774358974,257.1428571,0.906449106,127.5910364,,
,,,,,,,,,,,,0.87021825,20.70396091,0.883029784,25.04423868,0.903932812,10.57664609,1.024044762,0.867728604,,,,,,,,,,,0.817039106,8.571428571,0.829608939,11.59663866,0.916201117,0.672268908,0.944327894,201.1204482,0.786985237,257.1428571,0.914219114,129.3417367,,
,,,,,,,,,,,,0.879658327,19.5787037,0.892469861,24.40123457,0.913372889,9.29063786,,,,,,,,,,,,,0.82122905,7.899159664,0.837988827,11.76470588,0.930167598,0.504201681,0.954040404,195.8683473,0.797668998,257.1428571,0.919075369,125.8403361,,
,,,,,,,,,,,,0.888424113,19.09645062,0.899212773,24.24048354,0.924161549,9.451388889,,,,,,,,,,,,,0.826815642,7.226890756,0.849162011,11.93277311,0.946927374,0.336134454,0.966666667,192.3669468,0.807381507,260.6442577,0.923931624,129.3417367,,
,,,,,,,,,,,,0.893144152,19.5787037,0.906629977,22.95447531,0.934275917,8.969135802,,,,,,,,,,,,,0.832402235,7.058823529,0.856145251,11.93277311,,,0.976379176,187.1148459,0.817094017,264.1456583,0.930730381,129.3417367,,
,,,,,,,,,,,,0.897864191,20.22170782,0.91404718,21.82921811,0.943715994,7.843878601,,,,,,,,,,,,,0.840782123,7.226890756,0.865921788,11.76470588,,,0.987062937,181.8627451,0.826806527,267.6470588,0.938500389,127.5910364,,
,,,,,,,,,,,,0.905955685,18.93569959,0.921464384,21.18621399,0.949784615,7.200874486,,,,,,,,,,,,,0.847765363,7.226890756,0.872905028,11.2605042,,,0.997746698,178.3613445,0.833605284,264.1456583,0.949184149,127.5910364,,
,,,,,,,,,,,,0.911350015,17.81044239,0.92483584,21.18621399,0.959224692,6.075617284,,,,,,,,,,,,,0.854748603,7.394957983,0.881284916,10.75630252,,,,,0.842346542,265.8963585,0.957925408,127.5910364,,
,,,,,,,,,,,,0.918767219,16.52443416,0.932253043,20.06095679,0.964619022,5.27186214,,,,,,,,,,,,,0.863128492,7.058823529,0.889664804,10.08403361,,,,,0.85011655,267.6470588,0.967637918,124.0896359,,
,,,,,,,,,,,,0.926184422,14.91692387,0.937647373,18.4534465,0.972036226,3.664351852,,,,,,,,,,,,,0.87150838,6.386554622,0.899441341,9.075630252,,,,,0.864685315,267.6470588,0.977350427,120.5882353,,
,,,,,,,,,,,,0.933601626,13.14866255,0.945738868,17.97119342,0.978779138,2.378343621,,,,,,,,,,,,,0.879888268,5.882352941,0.907821229,8.403361345,,,,,0.874397824,269.3977591,0.989005439,118.837535,,
,,,,,,,,,,,,0.94169312,11.86265432,0.951807489,16.68518519,0.989567798,1.413837449,,,,,,,,,,,,,0.888268156,5.210084034,0.916201117,7.56302521,,,,,0.884110334,269.3977591,0.998717949,115.3361345,,
,,,,,,,,,,,,0.949110324,10.25514403,0.951807489,16.2029321,0.999682166,0.610082305,,,,,,,,,,,,,0.898044693,4.705882353,0.924581006,7.058823529,,,,,0.895765346,265.8963585,,,,
,,,,,,,,,,,,0.957201819,9.612139918,0.956527527,15.39917695,,,,,,,,,,,,,,,0.905027933,4.033613445,0.931564246,6.890756303,,,,,0.908391608,265.8963585,,,,
,,,,,,,,,,,,0.965293313,8.808384774,0.964619022,13.79166667,,,,,,,,,,,,,,,0.910614525,4.369747899,0.938547486,6.386554622,,,,,0.919075369,260.6442577,,,,
,,,,,,,,,,,,0.972710517,7.040123457,0.971361935,12.82716049,,,,,,,,,,,,,,,0.914804469,3.865546218,0.944134078,5.714285714,,,,,0.92975913,257.1428571,,,,
,,,,,,,,,,,,0.981476303,6.397119342,0.978779138,11.54115226,,,,,,,,,,,,,,,0.918994413,3.529411765,0.951117318,5.378151261,,,,,0.942385392,253.6414566,,,,
,,,,,,,,,,,,0.991590671,4.950360082,0.98552205,10.41589506,,,,,,,,,,,,,,,0.923184358,3.697478992,0.956703911,4.87394958,,,,,0.9501554,255.3921569,,,,
,,,,,,,,,,,,0.999007875,3.825102881,0.995636419,8.808384774,,,,,,,,,,,,,,,0.92877095,3.193277311,0.960893855,4.369747899,,,,,0.961810412,253.6414566,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934357542,2.352941176,0.966480447,3.529411765,,,,,0.968609169,250.140056,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94273743,1.512605042,0.977653631,2.521008403,,,,,0.979292929,239.6358543,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948324022,1.344537815,0.984636872,1.848739496,,,,,0.987062937,230.8823529,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951117318,1.680672269,0.99301676,1.344537815,,,,,0.995804196,223.8795518,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959497207,1.008403361,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966480447,0.840336134,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977653631,0.504201681,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987430168,0.504201681,,,,,,,,,,,,
